"muni_id";"muni_id_6";"muni_nm";"uf_sigla";"obitos_total";"pop_total";"coef_total";"taxa_ajustada"
"1503754";150375;"Jacareacanga";"PA";43;7590;566,534914361001;1295,01137333951
"1304203";130420;"Tefé";"AM";213;59547;357,700639830722;695,088650727135
"1302108";130210;"Japurá";"AM";6;2251;266,548200799645;640,243335649394
"1302603";130260;"Manaus";"AM";8708;2219580;392,326476180178;634,121756435903
"1100205";110020;"Porto Velho";"RO";1964;539354;364,139322226219;619,578686993009
"1502152";150215;"Canaã dos Carajás";"PA";88;38103;230,952943337795;580,92151018121
"1503002";150300;"Faro";"PA";28;7070;396,039603960396;579,702810099941
"1302009";130200;"Itapiranga";"AM";34;9230;368,364030335861;567,710115651121
"1302504";130250;"Manacapuru";"AM";327;98502;331,972954863861;557,932026586181
"1301209";130120;"Coari";"AM";205;85910;238,621813525783;500,963665563727
"1301902";130190;"Itacoatiara";"AM";322;102701;313,53151381194;498,213357079561
"1303700";130370;"Santo Antônio do Içá";"AM";47;21243;221,249352727957;497,383930852165
"1301852";130185;"Iranduba";"AM";152;49011;310,134459611108;496,630059414166
"1303536";130353;"Presidente Figueiredo";"AM";94;37193;252,735729841637;491,6887534118
"1304005";130400;"Silves";"AM";28;9230;303,358613217768;487,848265223188
"1505536";150553;"Parauapebas";"PA";315;213576;147,488481851893;473,986991836843
"5201207";520120;"Anhanguera";"GO";6;1160;517,241379310345;471,329851537646
"1600501";160050;"Oiapoque";"AP";40;27906;143,338350175589;467,668521705968
"3536257";353625;"Parisi";"SP";14;2169;645,458736745044;463,81329185136
"1100106";110010;"Guajará-Mirim";"RO";152;46556;326,488529942435;458,174998946263
"1304302";130430;"Urucará";"AM";52;16130;322,38065716057;457,640787540981
"1507805";150780;"Senador José Porfírio";"PA";20;11480;174,216027874564;454,399364320364
"5107040";510704;"Primavera do Leste";"MT";205;62983;325,484654589334;446,218535966408
"1300409";130040;"Barcelos";"AM";56;27638;202,619581735292;444,398284286357
"1300029";130002;"Alvarães";"AM";28;16220;172,626387176326;439,575785941534
"1503903";150390;"Juruti";"PA";118;58960;200,135685210312;437,133158177177
"4210555";421055;"Marema";"SC";12;1750;685,714285714286;436,898275270162
"1303957";130395;"São Sebastião do Uatumã";"AM";22;14352;153,288740245262;434,838393889745
"3305406";330540;"Sapucaia";"RJ";92;18249;504,137212997972;431,403499241281
"4300877";430087;"Araricá";"RS";24;5771;415,872465777162;429,170805863458
"5203500";520350;"Bom Jesus de Goiás";"GO";83;25648;323,611977542109;427,888435258747
"1302801";130280;"Maraã";"AM";26;18261;142,379935381414;427,031597865607
"1303569";130356;"Rio Preto da Eva";"AM";81;34106;237,494868938017;421,556141260954
"5209291";520929;"Guaraíta";"GO";10;1951;512,557662737058;420,530614573491
"1301704";130170;"Humaitá";"AM";129;56144;229,766315189513;419,851442754046
"1400100";140010;"Boa Vista";"RR";927;419652;220,897314918075;411,584356953179
"1300607";130060;"Benjamin Constant";"AM";82;43935;186,639353590531;408,598935395957
"1100023";110002;"Ariquemes";"RO";304;109523;277,567268975466;408,202509921635
"1303601";130360;"Santa Isabel do Rio Negro";"AM";42;25865;162,381596752368;407,940932596088
"1303403";130340;"Parintins";"AM";296;115363;256,581399582188;407,881856830435
"3546108";354610;"Santa Clara d'Oeste";"SP";12;2113;567,91292001893;405,386275950156
"3529609";352960;"Meridiano";"SP";21;3824;549,163179916318;402,378267116977
"5221502";522150;"Turvânia";"GO";24;4564;525,854513584575;396,161780448708
"1303809";130380;"São Gabriel da Cachoeira";"AM";107;46303;231,086538669201;393,51351055063
"1506807";150680;"Santarém";"PA";850;306480;277,342730357609;393,222980299375
"1506005";150600;"Prainha";"PA";64;29846;214,434095021108;389,581022277253
"5103858";510385;"Gaúcha do Norte";"MT";15;7782;192,752505782575;389,57549327639
"1304062";130406;"Tabatinga";"AM";123;67182;183,084754845048;388,776114035052
"3117306";311730;"Conceição das Alagoas";"MG";77;28346;271,64326536372;383,246919986471
"1301654";130165;"Guajará";"AM";24;16937;141,701600047234;380,919450081933
"2312403";231240;"São Gonçalo do Amarante";"CE";146;48869;298,757903783585;376,696103726664
"1301100";130110;"Careiro";"AM";78;38348;203,400438093251;374,570552102172
"1302306";130230;"Jutaí";"AM";25;13886;180,03744778914;372,905130001991
"4311429";431142;"Lajeado do Bugre";"RS";11;2566;428,682774746687;372,001369907028
"5106224";510622;"Nova Mutum";"MT";63;46813;134,578001837097;369,131191766184
"5107065";510706;"Querência";"MT";39;17937;217,427663488878;368,139523836064
"5202809";520280;"Avelinópolis";"GO";10;2409;415,1100041511;367,434182186347
"3540200";354020;"Pontal";"SP";117;50852;230,079446236136;366,529753334929
"1304260";130426;"Uarini";"AM";25;13690;182,615047479912;366,188272989374
"3534005";353400;"Onda Verde";"SP";18;4422;407,055630936228;365,189391084401
"1300060";130006;"Amaturá";"AM";16;11736;136,332651670075;364,489591186959
"1300300";130030;"Autazes";"AM";89;40290;220,898485976669;361,004652103546
"5219308";521930;"Santa Helena de Goiás";"GO";149;38808;383,941455370027;360,539006280951
"4319901";431990;"Sapiranga";"RS";273;82249;331,918929105521;359,909788405637
"5108006";510800;"Tapurah";"MT";16;14046;113,911433860174;358,570382542569
"1101468";110146;"Pimenteiras do Oeste";"RO";5;2148;232,774674115456;358,495294117647
"5102686";510268;"Campos de Júlio";"MT";9;7070;127,298444130127;356,154056365623
"1100809";110080;"Candeias do Jamari";"RO";58;27388;211,771578793632;355,874496165497
"1507979";150797;"Terra Santa";"PA";47;18917;248,453771739705;355,120046024588
"1303106";130310;"Nova Olinda do Norte";"AM";67;38026;176,19523483932;353,328852509047
"1300508";130050;"Barreirinha";"AM";61;32483;187,790536588369;351,436268979685
"2105302";210530;"Imperatriz";"MA";724;259337;279,173430709849;349,529116521531
"4304408";430440;"Canela";"RS";153;45488;336,352444600774;347,932100063573
"2801504";280150;"Carmópolis";"SE";29;16937;171,222766723741;347,643448873067
"4314050";431405;"Parobé";"RS";181;58858;307,519793401067;347,051933958386
"3517703";351770;"Guará";"SP";71;21308;333,208184719354;345,793213180632
"4302451";430245;"Boqueirão do Leão";"RS";28;7702;363,541937159179;345,745299707941
"4127502";412750;"Tibagi";"PR";65;20607;315,426796719561;340,105042393903
"3518909";351890;"Guzolândia";"SP";20;5307;376,860749952892;338,74450097888
"5003207";500320;"Corumbá";"MS";319;112058;284,674008102947;338,129276668678
"1400456";140045;"Pacaraima";"RR";28;18913;148,046317347856;337,315939507785
"1301001";130100;"Carauari";"AM";49;28508;171,881577101165;334,812168733176
"5005707";500570;"Naviraí";"MS";149;55689;267,557327299826;333,894500923483
"1400407";140040;"Normandia";"RR";16;11532;138,744363510232;333,738997011185
"3137536";313753;"Lagoa Grande";"MG";32;9608;333,055786844296;333,372975886209
"2804805";280480;"Nossa Senhora do Socorro";"SE";375;185706;201,932086200769;333,247968122244
"1508100";150810;"Tucuruí";"PA";198;115144;171,958590981727;331,281507952736
"4211850";421185;"Ouro Verde";"SC";9;2207;407,793384685093;329,971594936229
"4218855";421885;"União do Oeste";"SC";12;2412;497,512437810945;327,841441314596
"3103751";310375;"Araporã";"MG";20;6931;288,55864954552;327,778976325956
"5209705";520970;"Hidrolândia";"GO";61;22124;275,718676550353;327,339497230975
"4316709";431670;"Santa Bárbara do Sul";"RS";36;7893;456,100342075257;326,995538460227
"1300631";130063;"Beruri";"AM";30;20093;149,305728363112;323,743227890747
"5102637";510263;"Campo Novo do Parecis";"MT";52;36148;143,853048578068;323,106844972475
"2312908";231290;"Sobral";"CE";510;210711;242,037672451842;322,581567651124
"5213103";521310;"Mineiros";"GO";186;68154;272,911347829915;322,365055353393
"1500602";150060;"Altamira";"PA";243;115969;209,538756046875;321,822770234453
"4315206";431520;"Putinga";"RS";19;3889;488,557469786577;319,795023824343
"4319364";431936;"São Pedro das Missões";"RS";8;2017;396,628656420426;315,053621928507
"5206404";520640;"Crixás";"GO";53;17044;310,959868575452;312,464097130393
"5206800";520680;"Damolândia";"GO";10;2953;338,638672536404;312,110160247184
"3517604";351760;"Guapiara";"SP";65;17025;381,791483113069;310,416131087779
"4300604";430060;"Alvorada";"RS";592;211352;280,101442143912;309,236838584993
"1302405";130240;"Lábrea";"AM";72;46882;153,577065824837;308,575464260105
"3505708";350570;"Barueri";"SP";713;276982;257,417449509354;308,524660184504
"4216354";421635;"São João do Itaperiú";"SC";12;3759;319,233838786911;306,350076243029
"1200401";120040;"Rio Branco";"AC";798;413418;193,024977141779;306,284219186616
"4305405";430540;"Chiapetta";"RS";16;3719;430,22317827373;305,737169029562
"3507753";350775;"Brejo Alegre";"SP";10;2889;346,140533056421;305,672532972325
"2309706";230970;"Pacatuba";"CE";174;84554;205,785651772832;305,335466080012
"3546801";354680;"Santa Isabel";"SP";184;57966;317,427457475072;304,23550191675
"5219738";521973;"Santo Antônio de Goiás";"GO";16;6440;248,447204968944;303,017739700047
"3504800";350480;"Bálsamo";"SP";41;9139;448,626764416238;302,010462000241
"4208302";420830;"Itapema";"SC";195;67338;289,58389022543;301,831062312553
"1400308";140030;"Mucajaí";"RR";30;18172;165,089148139996;301,346270831525
"4304606";430460;"Canoas";"RS";1131;348208;324,805863162248;300,48577425899
"1302900";130290;"Maués";"AM";106;65040;162,976629766298;300,408860510078
"2304400";230440;"Fortaleza";"CE";7332;2686612;272,908778789047;299,645588732876
"3513504";351350;"Cubatão";"SP";326;131626;247,671432695668;299,616594825351
"3535101";353510;"Palmares Paulista";"SP";24;13486;177,96233130654;299,435738348392
"4207858";420785;"Irati";"SC";8;1909;419,067574646412;299,029916866804
"1302553";130255;"Manaquiri";"AM";43;33049;130,109836908832;298,210870503696
"1600279";160027;"Laranjal do Jari";"AP";74;51362;144,075386472489;296,062768226247
"4305371";430537;"Charrua";"RS";12;3252;369,0036900369;294,316737564084
"2200806";220080;"Antônio Almeida";"PI";8;3170;252,365930599369;293,521315322994
"5211800";521180;"Jaraguá";"GO";121;51338;235,692859090732;293,50746386782
"5218805";521880;"Rio Verde";"GO";474;241518;196,258663950513;292,196906708109
"4305900";430590;"Coronel Bicaco";"RS";27;7268;371,491469455146;291,900946137878
"4219705";421970;"Xaxim";"SC";93;28983;320,877755925888;289,150682248795
"1505502";150550;"Paragominas";"PA";152;114503;132,747613599644;289,144624858192
"3513900";351390;"Divinolândia";"SP";42;11086;378,856215046004;288,965264440086
"3549805";354980;"São José do Rio Preto";"SP";1696;464983;364,744517541502;288,386473086707
"1301605";130160;"Fonte Boa";"AM";28;17005;164,657453690091;288,155052127441
"4213401";421340;"Ponte Serrada";"SC";34;11634;292,246862643975;287,860377347668
"3143104";314310;"Monte Carmelo";"MG";147;47931;306,690868122927;287,051216215981
"4206652";420665;"Guatambú";"SC";14;4698;297,999148573861;286,479074284239
"4310330";431033;"Imbé";"RS";93;23271;399,639035709682;285,205694841519
"3521309";352130;"Ipuã";"SP";42;16604;252,951096121417;284,855020312888
"2102556";210255;"Campestre do Maranhão";"MA";28;14453;193,731405244586;284,158658010253
"1100122";110012;"Ji-Paraná";"RO";301;130009;231,522433062326;284,013171969238
"4303905";430390;"Campo Bom";"RS";198;67246;294,441305059037;283,999430404412
"1303908";130390;"São Paulo de Olivença";"AM";63;40073;157,213086117835;283,769703276766
"5107768";510776;"Santa Rita do Trivelato";"MT";3;3526;85,0822461712989;283,538095238095
"3119302";311930;"Coromandel";"MG";98;27966;350,425516698849;283,436481684756
"4204202";420420;"Chapecó";"SC";556;224013;248,199881256891;282,813246307839
"1501402";150140;"Belém";"PA";3931;1499641;262,129402970444;282,48931089786
"5220454";522045;"Senador Canedo";"GO";197;118451;166,313496720163;281,770066727672
"4307708";430770;"Esteio";"RS";281;83279;337,419997838591;281,530812948808
"5005202";500520;"Ladário";"MS";47;23689;198,404322681413;281,320881182026
"2804003";280400;"Maruim";"SE";32;17271;185,281686063343;280,13836513416
"1100304";110030;"Vilhena";"RO";184;102211;180,019763039203;279,30688209329
"1400027";140002;"Amajari";"RR";15;13185;113,765642775882;278,972526367257
"1304401";130440;"Urucurituba";"AM";35;23585;148,399406402374;277,600570605969
"3514403";351440;"Dracena";"SP";178;47043;378,377229343367;277,552019884413
"3120003";312000;"Córrego Novo";"MG";9;2728;329,912023460411;277,264104357396
"3171006";317100;"Vazante";"MG";62;20642;300,358492394148;276,909751898826
"5201405";520140;"Aparecida de Goiânia";"GO";1034;590146;175,210880019521;275,46614359211
"2707800";270780;"Roteiro";"AL";11;6649;165,438411791247;274,553852699442
"1702109";170210;"Araguaína";"TO";342;183381;186,496965334468;274,359889676797
"5208707";520870;"Goiânia";"GO";3943;1536097;256,68951895616;274,341735154436
"2413607";241360;"Severiano Melo";"RN";8;2088;383,141762452107;274,126024387614
"4107652";410765;"Fazenda Rio Grande";"PR";196;102004;192,149327477354;273,987246825969
"4107850";410785;"Flor da Serra do Sul";"PR";16;4603;347,599391701065;273,949954492114
"5221403";522140;"Trindade";"GO";310;129823;238,786655677345;273,9147006129
"3170206";317020;"Uberlândia";"MG";1952;699097;279,217333216993;273,687999984965
"5214101";521410;"Mutunópolis";"GO";13;3764;345,377258235919;273,426373158866
"3507308";350730;"Boracéia";"SP";15;4868;308,134757600657;272,734939726925
"4305975";430597;"Coxilha";"RS";9;2743;328,1079110463;272,685784313725
"1503606";150360;"Itaituba";"PA";192;101395;189,358449627694;272,330380212655
"3522505";352250;"Itapevi";"SP";441;240961;183,01716875345;271,989899106268
"5221858";522185;"Valparaíso de Goiás";"GO";244;172135;141,749208470096;271,514583627571
"4104006";410400;"Campina Grande do Sul";"PR";98;43685;224,333295181412;270,223302740002
"3532207";353220;"Narandiba";"SP";12;4904;244,698205546493;270,152160701503
"3151008";315100;"Piranguinho";"MG";29;8640;335,648148148148;269,673202357341
"2105500";210550;"João Lisboa";"MA";55;23569;233,357376214519;269,329336669293
"1508357";150835;"Vitória do Xingu";"PA";25;15279;163,623273774462;269,079895465846
"4111100";411110;"Itambé";"PR";20;6109;327,385824193812;268,419654085061
"2507507";250750;"João Pessoa";"PB";2081;817511;254,553149743551;267,983624516486
"4309100";430910;"Gramado";"RS";114;36555;311,858842839557;267,931185133611
"5218052";521805;"Porteirão";"GO";7;3931;178,071737471381;267,832937050793
"2802502";280250;"General Maynard";"SE";7;3384;206,855791962175;267,660946525814
"3162922";316292;"São Joaquim de Bicas";"MG";71;32148;220,853552320518;267,650771955554
"4310108";431010;"Igrejinha";"RS";93;37330;249,129386552371;267,361149209419
"5205109";520510;"Catalão";"GO";249;110983;224,358685564456;266,972980701524
"2205953";220595;"Marcolândia";"PI";17;8543;198,993327870771;266,420191411649
"4209458";420945;"Lajeado Grande";"SC";5;1418;352,609308885755;266,211432444976
"1400050";140005;"Alto Alegre";"RR";24;15380;156,046814044213;265,634750727111
"5220280";522028;"São Patrício";"GO";8;2037;392,73441335297;265,176064198667
"1504802";150480;"Monte Alegre";"PA";126;58162;216,636291736873;263,944907147372
"3132404";313240;"Itajubá";"MG";306;97334;314,381408346518;263,900195450099
"1400159";140015;"Bonfim";"RR";20;12557;159,273711873855;262,92224377531
"5208608";520860;"Goianésia";"GO";165;71075;232,14913823426;262,675189418542
"1600303";160030;"Macapá";"AP";741;512902;144,472043392305;262,612582429146
"1506203";150620;"Salinópolis";"PA";75;40922;183,275499731196;261,270673828731
"4208203";420820;"Itajaí";"SC";503;223112;225,447308974865;260,508722110715
"2805307";280530;"Pirambu";"SE";17;9359;181,643337963458;260,242981707443
"5217203";521720;"Piranhas";"GO";37;10272;360,202492211838;260,057031965694
"5214051";521405;"Mundo Novo";"GO";14;4713;297,050710799915;260,049457300955
"3539004";353900;"Pirangi";"SP";41;11471;357,423066864266;259,826845244875
"3156403";315640;"Romaria";"MG";10;3520;284,090909090909;259,76985395437
"4214201";421420;"Quilombo";"SC";33;9829;335,741174076712;259,709551107511
"2503209";250320;"Cabedelo";"PB";152;68767;221,03625285384;259,692058728221
"5210000";521000;"Inhumas";"GO";150;53259;281,642539289134;259,642826736275
"4312708";431270;"Nonoai";"RS";41;11633;352,445628814579;259,614998536685
"2109007";210900;"Porto Franco";"MA";47;24092;195,085505562012;259,571509752915
"1500404";150040;"Alenquer";"PA";103;57092;180,410565403209;259,243754027356
"5107925";510792;"Sorriso";"MT";123;92769;132,587394496006;259,11713867153
"1302207";130220;"Juruá";"AM";15;15106;99,2982920693764;258,647737105836
"4306767";430676;"Eldorado do Sul";"RS";101;41902;241,038613908644;258,1672499425
"4204558";420455;"Correia Pinto";"SC";35;12553;278,817812475106;257,415016164855
"1501303";150130;"Barcarena";"PA";172;127027;135,404284128571;256,349950001083
"3305802";330580;"Teresópolis";"RJ";581;184240;315,349544072948;255,570284003036
"3554904";355490;"Três Fronteiras";"SP";22;5832;377,229080932785;255,53586877482
"3158953";315895;"Santana do Paraíso";"MG";76;35369;214,877435041986;255,496215600322
"5200050";520005;"Abadia de Goiás";"GO";18;8958;200,937709310114;255,372911661746
"3200136";320013;"Águia Branca";"ES";27;9631;280,344720174437;255,225985320402
"1303502";130350;"Pauini";"AM";20;19522;102,448519618892;255,193829081023
"4127106";412710;"Telêmaco Borba";"PR";184;79792;230,599558853018;254,861551430843
"2800308";280030;"Aracaju";"SE";1465;664908;220,331233794751;254,698768479503
"2800605";280060;"Barra dos Coqueiros";"SE";56;30930;181,053992887165;254,648062936558
"1502772";150277;"Curionópolis";"PA";41;17846;229,743359856551;254,423216443823
"4314555";431455;"Pirapó";"RS";9;2254;399,290150842946;254,272324215273
"1303007";130300;"Nhamundá";"AM";34;21443;158,559902998648;253,913975987089
"3512605";351260;"Coronel Macedo";"SP";15;4635;323,624595469256;252,346899880609
"1301951";130195;"Itamarati";"AM";7;7814;89,5828001023803;252,334704616069
"5218607";521860;"Rialma";"GO";32;10940;292,504570383912;252,331047650673
"4304630";430463;"Capão da Canoa";"RS";141;54051;260,864738857745;252,276993157544
"3518800";351880;"Guarulhos";"SP";2980;1392121;214,061852382085;252,113331652074
"4211058";421105;"Monte Carlo";"SC";24;9906;242,277407631738;251,61979201071
"5205455";520545;"Cezarina";"GO";19;8703;218,315523382742;251,024599525728
"3521408";352140;"Iracemápolis";"SP";61;24614;247,826440237263;250,959188626626
"3512902";351290;"Cosmorama";"SP";28;7298;383,666758015895;250,598785404285
"5102678";510267;"Campo Verde";"MT";70;45192;154,894671623296;250,244192994382
"2701357";270135;"Campestre";"AL";13;6954;186,942766752948;250,070783185243
"5005608";500560;"Miranda";"MS";58;28220;205,527994330262;249,348557256103
"1714880";171488;"Nova Olinda";"TO";24;11917;201,392968028866;249,279577943962
"2310209";231020;"Paracuru";"CE";81;35304;229,435757987763;249,140037336723
"2313401";231340;"Tianguá";"CE";148;76537;193,370526673374;248,628806046166
"4320008";432000;"Sapucaia do Sul";"RS";352;141808;248,222949339953;248,340808919212
"3304102";330410;"Porciúncula";"RJ";59;18960;311,181434599156;248,265372118281
"4219507";421950;"Xanxerê";"SC";134;51642;259,478718872236;248,240686453928
"1504208";150420;"Marabá";"PA";358;283542;126,259954433558;248,234571387981
"1304237";130423;"Tonantins";"AM";17;18897;89,961369529555;247,916360134806
"3529401";352940;"Mauá";"SP";1037;477552;217,149127215466;247,800244294647
"3304557";330455;"Rio de Janeiro";"RJ";21558;6747815;319,481195023871;246,577909752809
"4120804";412080;"Quatro Barras";"PR";50;23911;209,108778386517;246,178961448606
"3503901";350390;"Arujá";"SP";201;91157;220,498700044977;246,13208219356
"4111258";411125;"Itaperuçu";"PR";49;29070;168,558651530788;245,01399882051
"5204953";520495;"Campos Verdes";"GO";5;1830;273,224043715847;244,959015259703
"4301909";430190;"Barra do Ribeiro";"RS";45;13556;331,956329300679;244,942994207016
"3166808";316680;"Serra do Salitre";"MG";26;11668;222,831676379842;244,799076969239
"3127701";312770;"Governador Valadares";"MG";782;281046;278,246265735858;244,743156637981
"3131505";313150;"Ipuiúna";"MG";28;10118;276,734532516308;244,736537087304
"4313490";431349;"Novo Barreiro";"RS";15;4175;359,281437125748;244,570930875482
"4218301";421830;"Três Barras";"SC";43;19366;222,038624393267;244,483450014506
"5003488";500348;"Dois Irmãos do Buriti";"MS";24;11467;209,296241388332;244,100421374939
"1718204";171820;"Porto Nacional";"TO";109;53316;204,441443469127;243,294260429484
"4313409";431340;"Novo Hamburgo";"RS";675;247032;273,243952200525;243,188146118144
"5003751";500375;"Eldorado";"MS";28;12400;225,806451612903;243,070960076715
"2806701";280670;"São Cristóvão";"SE";151;91093;165,76465809667;243,038955448606
"4122206";412220;"Rio Branco do Sul";"PR";59;32517;181,443552603254;242,927095142323
"3160009";316000;"Santo Antônio do Aventureiro";"MG";14;3602;388,672959466963;242,557497961068
"1704600";170460;"Chapada de Areia";"TO";3;1410;212,765957446809;242,380392376961
"4316428";431642;"Sagrada Família";"RS";10;2605;383,877159309021;241,45681680185
"2501807";250180;"Bayeux";"PB";195;97203;200,611092250239;241,321265477563
"3301850";330185;"Guapimirim";"RJ";139;61388;226,428617970939;241,240995940224
"3518701";351870;"Guarujá";"SP";730;322750;226,181254841208;241,157362307379
"3101508";310150;"Além Paraíba";"MG";111;35401;313,550464676139;241,05030627795
"2913606";291360;"Ilhéus";"BA";405;159923;253,246875058622;240,16928340399
"4203204";420320;"Camboriú";"SC";128;85105;150,402444039716;240,037150796357
"1501709";150170;"Bragança";"PA";201;128914;155,917898754208;239,406408626097
"3304524";330452;"Rio das Ostras";"RJ";278;155193;179,131790737984;239,224360990036
"2307650";230765;"Maracanaú";"CE";432;229458;188,269748712183;239,111177143095
"3515152";351515;"Engenheiro Coelho";"SP";34;21249;160,007529766107;238,792842158614
"3144672";314467;"Nova Belém";"MG";8;3128;255,754475703325;238,594573803813
"2703601";270360;"Japaratinga";"AL";12;8403;142,806140664049;238,48514567473
"1505106";150510;"Óbidos";"PA";89;52306;170,152563759416;238,202518191432
"5101803";510180;"Barra do Garças";"MT";147;61357;239,581465847418;238,081274010301
"3168705";316870;"Timóteo";"MG";244;90568;269,410829432029;237,874385400028
"1300839";130083;"Caapiranga";"AM";17;13283;127,983136339682;237,782571245351
"2505204";250520;"Cuitegi";"PB";17;6775;250,922509225092;237,161356563374
"3300225";330022;"Areal";"RJ";35;12669;276,264898571316;236,881631316785
"3552809";355280;"Taboão da Serra";"SP";582;293652;198,193780393118;236,605678013685
"5002704";500270;"Campo Grande";"MS";2119;906092;233,861462191477;236,25896428571
"3167509";316750;"Simão Pereira";"MG";7;2618;267,379679144385;235,870938075335
"3170750";317075;"Varjão de Minas";"MG";12;7138;168,114317736061;235,861839070853
"3556107";355610;"Valentim Gentil";"SP";34;13532;251,256281407035;235,735319413573
"4112009";411200;"Jaguariaíva";"PR";69;35027;196,990892739886;235,640989709841
"5215504";521550;"Ouvidor";"GO";17;6782;250,663521085226;234,59832548691
"4321600";432160;"Tramandaí";"RS";152;52632;288,797689618483;234,404607966503
"5218904";521890;"Rubiataba";"GO";52;19947;260,690830701359;234,150130284178
"5201306";520130;"Anicuns";"GO";52;21981;236,567945043447;234,103412078312
"1600238";160023;"Ferreira Gomes";"AP";10;7967;125,517760763148;233,976758234756
"2513703";251370;"Santa Rita";"PB";266;137349;193,667227282325;233,952734172274
"3135001";313500;"Jaguaraçu";"MG";9;3142;286,441756842775;233,770589028916
"3516804";351680;"Gastão Vidigal";"SP";12;4860;246,913580246914;233,485600645935
"5210406";521040;"Itaberaí";"GO";88;43622;201,733070469029;233,228192951786
"3509205";350920;"Cajamar";"SP";122;77934;156,542715631175;233,009670969772
"3144359";314435;"Naque";"MG";17;7051;241,100553113034;232,905850005498
"3533254";353325;"Novais";"SP";9;5945;151,387720773759;232,690113154961
"5213004";521300;"Maurilândia";"GO";18;14327;125,63690933203;232,505339699964
"2932705";293270;"Uruçuca";"BA";48;20413;235,144270807819;232,494925088586
"2306306";230630;"Itapagé";"CE";103;53067;194,094258201896;232,332049047413
"4218707";421870;"Tubarão";"SC";298;106422;280,017289658153;232,328571338376
"4210407";421040;"Maracajá";"SC";18;7378;243,968555164001;232,326872469579
"1504604";150460;"Mocajuba";"PA";51;31530;161,750713606089;231,865326222986
"2302602";230260;"Camocim";"CE";122;63907;190,902405057349;231,594943964986
"3305752";330575;"Tanguá";"RJ";79;34610;228,257728980064;231,535442217892
"3305703";330570;"Sumidouro";"RJ";39;15667;248,930873811196;231,236560588306
"1716109";171610;"Paraíso do Tocantins";"TO";97;51891;186,930296197799;231,233217798869
"3145000";314500;"Nova Ponte";"MG";26;15800;164,556962025316;230,908274171704
"5221197";522119;"Terezópolis de Goiás";"GO";14;8186;171,02369899829;230,507889949269
"3152808";315280;"Prata";"MG";67;28017;239,140521826034;230,431123107868
"4216305";421630;"São João Batista";"SC";55;38583;142,549827644299;230,329949161346
"2308203";230820;"Meruoca";"CE";37;15185;243,661508067172;230,287400694384
"2801603";280160;"Cedro de São João";"SE";14;5913;236,766446812109;229,949777273084
"3506359";350635;"Bertioga";"SP";107;64723;165,319901735086;229,903258851329
"4205175";420517;"Entre Rios";"SC";7;3218;217,526413921691;229,704123306197
"4206207";420620;"Gravatal";"SC";34;11577;293,685756240822;229,672282853199
"2211001";221100;"Teresina";"PI";1595;868075;183,739884226593;229,637757260252
"4202453";420245;"Bombinhas";"SC";42;20335;206,540447504303;229,559988706632
"3140308";314030;"Marliéria";"MG";12;4034;297,47149231532;229,504516468684
"1700301";170030;"Aguiarnópolis";"TO";9;6892;130,586186883343;229,421034308477
"4102208";410220;"Atalaia";"PR";13;3881;334,965215150734;229,394683553502
"3539509";353950;"Pitangueiras";"SP";80;40080;199,600798403194;229,320926556906
"3529708";352970;"Miguelópolis";"SP";50;22355;223,663609930664;229,055796062481
"3302403";330240;"Macaé";"RJ";415;261501;158,699201915098;228,272142210752
"1721000";172100;"Palmas";"TO";367;306296;119,818737430459;228,212687984446
"3548708";354870;"São Bernardo do Campo";"SP";1993;844483;236,002382522798;228,21071740415
"3510500";351050;"Caraguatatuba";"SP";290;123389;235,029054453801;228,005465963908
"3509254";350925;"Cajati";"SP";67;28494;235,137221871271;227,786559781184
"1100155";110015;"Ouro Preto do Oeste";"RO";73;35737;204,270084226432;227,686386013806
"3539806";353980;"Poá";"SP";232;118349;196,03038470963;227,597051704941
"4119152";411915;"Pinhais";"PR";254;133490;190,27642520039;227,480321476711
"3509007";350900;"Caieiras";"SP";191;102775;185,842860617855;227,388999062739
"3157708";315770;"Santa Juliana";"MG";26;14255;182,392143107682;227,370490873846
"5208806";520880;"Goianira";"GO";62;45296;136,877428470505;226,904179240328
"4209706";420970;"Lebon Régis";"SC";25;12115;206,355757325629;226,665065404143
"5105259";510525;"Lucas do Rio Verde";"MT";63;67620;93,167701863354;226,569532249958
"1720655";172065;"Silvanópolis";"TO";16;5428;294,767870302137;226,539331036459
"1705508";170550;"Colinas do Tocantins";"TO";64;35851;178,516638308555;226,516299790907
"3555703";355570;"União Paulista";"SP";4;1865;214,477211796247;226,355942246661
"4201406";420140;"Araranguá";"SC";157;68867;227,975663234931;226,01565839683
"4313375";431337;"Nova Santa Rita";"RS";59;29905;197,29142283899;225,71434018789
"4212403";421240;"Pedras Grandes";"SC";13;3953;328,864153807235;225,701779826463
"3149952";314995;"Periquito";"MG";18;6773;265,761110290861;225,653729519146
"4313060";431306;"Nova Hartz";"RS";43;21901;196,338066754943;225,613210286306
"3548401";354840;"Santópolis do Aguapeí";"SP";11;4817;228,357899107328;225,498527263245
"3517406";351740;"Guaíra";"SP";103;41040;250,974658869396;225,483832966862
"3524808";352480;"Jales";"SP";164;49201;333,326558403284;225,341138644295
"1303205";130320;"Novo Airão";"AM";27;19928;135,487755921317;225,283754525187
"1703867";170386;"Cariri do Tocantins";"TO";9;4441;202,657059220896;224,567993482698
"3555802";355580;"Urânia";"SP";29;9120;317,982456140351;223,966716015636
